season,week,game_id,posteam,defteam,play_type,down,ydstogo,yardline_100,yards_gained,touchdown,pass_attempt,rush_attempt,epa,success,passer_player_name,rusher_player_name,receiver_player_name
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,10.0,12.0,4.0,0.0,0.0,1.0,-0.7629548172117211,0.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,16.0,18.0,12.0,0.0,0.0,1.0,1.0865762126049958,1.0,,J.Hurts,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,2.0,4.0,6.0,1.0,0.0,0.0,1.0,-0.7923348424374126,0.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,3.0,3.0,5.0,4.0,0.0,1.0,0.0,1.872014059626963,1.0,J.Hurts,,S.Barkley
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6215894562774338,1.0,,J.Hurts,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,,0.0,2.0,2.0,0.0,0.0,1.0,1.053,1.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,10.0,39.0,3.0,0.0,0.0,1.0,-1.01298467151355,0.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,17.0,46.0,-1.0,0.0,0.0,1.0,-0.5612421674886718,0.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,2.0,18.0,47.0,16.0,0.0,1.0,0.0,1.2378421353641897,1.0,J.Hurts,,D.Goedert
2024,2,2024_02_ATL_PHI,PHI,ATL,pass,3.0,2.0,31.0,4.0,0.0,1.0,0.0,0.5944275642395951,1.0,J.Hurts,,S.Barkley
2024,2,2024_02_ATL_PHI,PHI,ATL,run,1.0,10.0,27.0,0.0,0.0,0.0,1.0,-0.3894904896733351,0.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,2.0,10.0,27.0,9.0,0.0,0.0,1.0,0.977080886834301,1.0,,S.Barkley,
2024,2,2024_02_ATL_PHI,PHI,ATL,run,3.0,1.0,18.0,1.0,0.0,0.0,1.0,0.2401987852936145,1.0,,J.Hurts,
